# q	i	err
7.224200000000000066e-02 9.094481671428591074e-04 5.925976161428571582e-04
7.242200000000000026e-02 9.566673385714272084e-04 5.991029451428571103e-04
7.260199999999999987e-02 1.032909531428570244e-03 5.763645614285713842e-04
7.278199999999999947e-02 1.033185225714284986e-03 5.915982107142857922e-04
7.296099999999999808e-02 1.168643327142855582e-03 6.821668412857142703e-04
7.314099999999999768e-02 1.138180300000000240e-03 6.383211647142855759e-04
7.332099999999999729e-02 1.115118521428571556e-03 6.730795587142857040e-04
7.350099999999999689e-02 1.169038472857144130e-03 5.956857475714285753e-04
7.367999999999999550e-02 1.123448054285713926e-03 5.913885537142856688e-04
7.385999999999999510e-02 9.042548257142852012e-04 6.206595202857141105e-04
7.403999999999999471e-02 1.728434242857141779e-03 1.618961451285714235e-03
7.421999999999999431e-02 9.512134971428567358e-04 6.436089827142856467e-04
7.439900000000000679e-02 7.398558500000003814e-04 5.964279682857141556e-04
7.457900000000000640e-02 1.012478491428570179e-03 6.155224754285714773e-04
7.475900000000000600e-02 1.014192702857139809e-03 6.101057861428571929e-04
7.493900000000000561e-02 9.328491699999973954e-04 5.916316955714284861e-04
7.511900000000000521e-02 1.025323542857141477e-03 5.746985150000000079e-04
7.529800000000000382e-02 1.012000922857144315e-03 6.016590098571429276e-04
7.547800000000000342e-02 9.502202114285715831e-04 6.487810467142857270e-04
7.565800000000000303e-02 9.327681799999988990e-04 6.432601197142857842e-04
7.583800000000000263e-02 9.837475542857137753e-04 5.669723001428571881e-04
7.601700000000000124e-02 8.090747728571441805e-04 6.305763968571428393e-04
7.619700000000000084e-02 1.033303680000000275e-03 6.744528078571428078e-04
7.637700000000000045e-02 1.214031042857143580e-03 7.346284854285714452e-04
7.655700000000000005e-02 1.541208418571427376e-03 1.388903732428571495e-03
7.673599999999999866e-02 1.720543337142858061e-03 1.823644107000000139e-03
7.691599999999999826e-02 1.912496278571427935e-03 1.829875055999999897e-03
7.709599999999999786e-02 2.138273538571427469e-03 2.114244993285714462e-03
7.727599999999999747e-02 1.070342461428571519e-03 7.732137527142856747e-04
7.745499999999999607e-02 1.368131289999999353e-03 1.248847266571428537e-03
7.763499999999999568e-02 2.191136334285716074e-03 2.345802687142857067e-03
7.781499999999999528e-02 2.039195098571428087e-03 1.991256030428571397e-03
7.799499999999999489e-02 1.339696848571428215e-03 9.304447931428571619e-04
7.817399999999999349e-02 1.072267961428569581e-03 5.640979757142857917e-04
7.835399999999999310e-02 9.498534457142861860e-04 6.019071827142856998e-04
7.853400000000000658e-02 1.013101681428570881e-03 5.726820094285713439e-04
7.871400000000000619e-02 9.882537328571427276e-04 6.172426327142857463e-04
7.889300000000000479e-02 8.769301142857131035e-04 5.976841732857142474e-04
7.907300000000000439e-02 8.901665628571430160e-04 6.369435041428570757e-04
7.925300000000000400e-02 9.172144471428571007e-04 6.106352142857143870e-04
7.943300000000000360e-02 9.155490585714286169e-04 5.554259202857142952e-04
7.961200000000000221e-02 9.681141300000004101e-04 5.858278881428570289e-04
7.979200000000000181e-02 8.860468328571434200e-04 6.600267994285714899e-04
7.997200000000000142e-02 5.310663599999974373e-04 6.071063324285713757e-04
8.015200000000000102e-02 8.292998185714282270e-04 5.665318451428570656e-04
8.033099999999999963e-02 9.922683457142861176e-04 5.588712042857142768e-04
8.051099999999999923e-02 8.678125557142869024e-04 5.936232669999999545e-04
8.069099999999999884e-02 8.201311157142863366e-04 6.553360124285714794e-04
8.087099999999999844e-02 9.366625785714296961e-04 5.650523204285715041e-04
8.105099999999999805e-02 8.094547042857141994e-04 6.761260448571429407e-04
8.122999999999999665e-02 6.461345785714278861e-04 6.448817210000000813e-04
8.140999999999999626e-02 7.580798957142871825e-04 5.834212308571428470e-04
8.158999999999999586e-02 9.948834699999998653e-04 5.567831839999999545e-04
8.176999999999999547e-02 9.166586957142864103e-04 5.684001057142856793e-04
8.194899999999999407e-02 7.483875614285700724e-04 5.976187968571429433e-04
8.212899999999999368e-02 7.950699857142853964e-04 6.479252880000000835e-04
8.230899999999999328e-02 9.847527071428568372e-04 6.250480107142856968e-04
8.248900000000000676e-02 8.265745285714269208e-04 5.820604881428572113e-04
8.266800000000000537e-02 7.808377728571408525e-04 5.774672845714286153e-04
8.284800000000000497e-02 8.443167628571449784e-04 5.781721457142856421e-04
8.302800000000000458e-02 7.717192442857147327e-04 5.468235582857143085e-04
8.320800000000000418e-02 9.036345814285722281e-04 5.565968640000000392e-04
8.338700000000000279e-02 8.155245699999991117e-04 5.548374002857143789e-04
8.356700000000000239e-02 8.719112071428569656e-04 5.523214162857142734e-04
8.374700000000000200e-02 6.476213842857126519e-04 5.614158931428572027e-04
8.392700000000000160e-02 7.777556685714291044e-04 5.807990995714284749e-04
8.410600000000000021e-02 8.025776599999979695e-04 5.571661758571428650e-04
8.428599999999999981e-02 9.535533599999998586e-04 5.484607017142857080e-04
8.446599999999999941e-02 7.397566971428558638e-04 6.073115588571428814e-04
8.464599999999999902e-02 8.236485857142856245e-04 5.313078760000000374e-04
8.482499999999999762e-02 7.923841585714267496e-04 6.597001400000000260e-04
8.500499999999999723e-02 7.448059314285713920e-04 5.680429250000000379e-04
8.518499999999999683e-02 7.984092585714300336e-04 5.633007035714286334e-04
8.536499999999999644e-02 8.462672228571429438e-04 5.641588980000001403e-04
8.554399999999999504e-02 8.883493599999997287e-04 5.670129244285714368e-04
8.572399999999999465e-02 7.986927957142851957e-04 5.514243255714285519e-04
8.590399999999999425e-02 8.548508542857151827e-04 6.259131310000000956e-04
8.608399999999999386e-02 8.922758999999985631e-04 6.061477207142857999e-04
8.626399999999999346e-02 7.710217128571421200e-04 6.230001614285714294e-04
8.644300000000000594e-02 8.115805714285721090e-04 7.078963471428571710e-04
8.662300000000000555e-02 9.656227999999999123e-04 5.597535240000000396e-04
8.680300000000000515e-02 7.808212842857129281e-04 5.397203577142856449e-04
8.698300000000000476e-02 7.691595942857136839e-04 5.505795484285714789e-04
8.716200000000000336e-02 8.566368914285734564e-04 6.123440411428571510e-04
8.734200000000000297e-02 1.035156537142855335e-03 6.976910431428569748e-04
8.752200000000000257e-02 8.436936700000019452e-04 6.778447904285713746e-04
8.770200000000000218e-02 5.909822671428560008e-04 6.888804322857142821e-04
8.788100000000000078e-02 5.356142428571432617e-04 5.999400857142856910e-04
8.806100000000000039e-02 4.192659242857138210e-04 8.710147059999999225e-04
8.824099999999999999e-02 7.547333800000016789e-04 6.356794545714285639e-04
8.842099999999999960e-02 8.427450757142859652e-04 5.463941827142857182e-04
8.859999999999999820e-02 9.364075614285724634e-04 5.778482501428570039e-04
8.877999999999999781e-02 8.944762285714273620e-04 5.649480350000000897e-04
8.895999999999999741e-02 7.339443214285707633e-04 5.224385050000000027e-04
8.913999999999999702e-02 7.468586828571416921e-04 5.608917889999999852e-04
8.931899999999999562e-02 8.246076757142847520e-04 5.816719988571429070e-04
8.949899999999999523e-02 6.432385799999997119e-04 6.005053410000000310e-04
8.967899999999999483e-02 5.814292271428576431e-04 5.458259405714285762e-04
8.985899999999999443e-02 8.036955242857131464e-04 5.593233137142856939e-04
9.003800000000000692e-02 8.609974814285720939e-04 5.384320258571428540e-04
9.021800000000000652e-02 7.589592228571407501e-04 5.398309861428570843e-04
9.039800000000000613e-02 8.077064971428574202e-04 5.596605938571428416e-04
9.057800000000000573e-02 7.979762228571446762e-04 5.621760482857142459e-04
9.075700000000000434e-02 6.830448300000001001e-04 5.437253728571428413e-04
9.093700000000000394e-02 7.065219071428577866e-04 5.215624431428571989e-04
9.111700000000000355e-02 6.686491542857144138e-04 5.742984632857143666e-04
9.129700000000000315e-02 5.783270428571421051e-04 6.838036222857144658e-04
9.147600000000000176e-02 5.854635428571416597e-04 6.259685932857142520e-04
9.165600000000000136e-02 4.720655542857153360e-04 5.255265137142857467e-04
9.183600000000000096e-02 4.668252371428565977e-04 5.370203997142856825e-04
9.201600000000000057e-02 5.083753242857137712e-04 5.874977104285714156e-04
9.219600000000000017e-02 6.138328385714290122e-04 5.546665699999999907e-04
9.237499999999999878e-02 7.044683571428564991e-04 5.576107577142856795e-04
9.255499999999999838e-02 7.420192314285715225e-04 5.807277278571428957e-04
9.273499999999999799e-02 7.862905814285718826e-04 5.545879685714285136e-04
9.291499999999999759e-02 4.894248814285727302e-04 5.586597352857143465e-04
9.309399999999999620e-02 6.209045399999997160e-04 5.388202472857143337e-04
9.327399999999999580e-02 4.733942471428570433e-04 5.610163514285714751e-04
9.345399999999999541e-02 5.194781728571435048e-04 6.288228608571428584e-04
9.363399999999999501e-02 4.966101500000014374e-04 5.765165717142856213e-04
9.381299999999999362e-02 6.502130985714303863e-04 5.524841688571427911e-04
9.399299999999999322e-02 7.279503971428567897e-04 5.671598667142856501e-04
9.417300000000000670e-02 7.865656171428557280e-04 5.699627575714285785e-04
9.435300000000000631e-02 6.981828528571410201e-04 5.251257767142856461e-04
9.453200000000000491e-02 6.107370742857130830e-04 5.194491171428572158e-04
9.471200000000000452e-02 6.106918514285708879e-04 6.352376948571428292e-04
9.489200000000000412e-02 6.330328299999996716e-04 5.225773857142856872e-04
9.507200000000000373e-02 2.071594271428586266e-04 8.418263399999999968e-04
9.525100000000000233e-02 -3.171086958571430175e-03 6.380527695857144029e-03
9.543100000000000194e-02 6.758193085714265776e-04 5.937098515714285974e-04
9.561100000000000154e-02 6.771320685714284776e-04 5.447358028571428227e-04
9.579100000000000115e-02 3.080094071428577155e-04 5.132510458571427859e-04
9.596999999999999975e-02 3.761557299999992846e-04 5.081024745714285635e-04
9.614999999999999936e-02 7.390749142857139155e-04 5.195101360000000442e-04
9.632999999999999896e-02 7.661837585714285784e-04 5.345263332857142511e-04
9.650999999999999857e-02 6.093755014285705393e-04 5.731141908571428089e-04
9.668899999999999717e-02 3.583996800000000698e-04 5.214161941428570876e-04
9.686899999999999678e-02 6.527669414285720796e-04 5.402472220000000816e-04
9.704899999999999638e-02 7.908156857142857512e-04 6.020337980000000375e-04
9.722899999999999598e-02 7.228256785714289381e-04 5.198479324285714591e-04
9.740799999999999459e-02 6.998503042857127454e-04 5.882864640000000280e-04
9.758799999999999419e-02 8.873152685714292675e-04 5.876318039999999573e-04
9.776799999999999380e-02 7.499519714285734356e-04 5.544434627142857822e-04
9.794799999999999340e-02 7.147159128571433815e-04 5.566460157142857175e-04
9.812700000000000589e-02 7.308528042857146767e-04 5.218938874285714360e-04
9.830700000000000549e-02 6.067853014285699148e-04 5.271163678571428582e-04
9.848700000000000510e-02 4.566109514285737097e-04 6.560253070000000419e-04
9.866700000000000470e-02 6.004282028571426150e-04 5.500881737142856954e-04
9.884700000000000431e-02 6.843072242857156434e-04 5.287382599999999964e-04
9.902600000000000291e-02 6.661620085714276213e-04 5.749466767142857437e-04
9.920600000000000251e-02 4.179136757142849897e-04 7.835784942857142990e-04
9.938600000000000212e-02 5.265122128571426410e-04 7.687664088571429574e-04
9.956600000000000172e-02 5.238648200000010306e-04 6.258252382857142863e-04
9.974500000000000033e-02 2.642077085714281755e-04 1.104753264285714392e-03
9.992499999999999993e-02 2.309448785714284349e-04 1.129931174999999986e-03
1.000999999999999945e-01 5.702520142857157729e-04 5.789492634285714262e-04
1.002799999999999941e-01 7.259461914285710114e-04 5.344836552857143474e-04
1.004599999999999937e-01 5.901319242857137534e-04 6.103937922857143386e-04
1.006399999999999934e-01 5.174722471428563593e-04 5.359418045714285346e-04
1.008200000000000068e-01 6.051964085714283282e-04 5.000611384285714436e-04
1.010000000000000064e-01 5.339681357142866047e-04 5.409829008571427535e-04
1.011800000000000060e-01 5.087676928571425658e-04 4.978915745714286101e-04
1.013600000000000056e-01 4.911699642857135202e-04 4.943295068571429028e-04
1.015400000000000053e-01 5.660632457142855114e-04 5.092858345714286212e-04
1.017200000000000049e-01 5.265913900000003664e-04 5.162810535714285965e-04
1.019000000000000045e-01 4.880307285714288019e-04 5.494816198571429288e-04
1.020800000000000041e-01 7.231766785714287184e-04 5.448012894285714182e-04
1.022600000000000037e-01 7.702918714285707843e-04 6.105447661428571376e-04
1.024400000000000033e-01 6.392882085714274992e-04 4.937418231428571678e-04
1.026200000000000029e-01 4.601510971428564821e-04 5.484529399999999843e-04
1.028000000000000025e-01 4.384682414285698618e-04 5.116887609999999382e-04
1.029800000000000021e-01 4.768261642857125481e-04 5.850366798571428458e-04
1.031600000000000017e-01 6.022547542857138421e-04 5.091439684285714801e-04
1.033400000000000013e-01 5.381462457142864629e-04 5.142607714285714121e-04
1.035200000000000009e-01 5.463211428571427847e-04 5.283898428571428977e-04
1.037000000000000005e-01 5.814132885714274127e-04 5.193747701428571119e-04
1.038800000000000001e-01 5.302606914285709280e-04 4.859786820000000680e-04
1.040599999999999997e-01 7.129267771428569140e-04 5.265717817142857339e-04
1.042399999999999993e-01 6.895057471428568934e-04 4.995638322857142658e-04
1.044199999999999989e-01 5.363210771428550145e-04 5.045658999999999865e-04
1.045999999999999985e-01 4.544780028571428210e-04 5.007430214285713737e-04
1.047799999999999981e-01 4.360837042857140908e-04 6.559072398571427808e-04
1.049599999999999977e-01 4.803172185714295263e-04 5.079214684285714761e-04
1.051399999999999973e-01 7.251191157142862238e-04 5.061850307142856404e-04
1.053199999999999970e-01 6.950313871428580618e-04 5.298509834285714372e-04
1.054999999999999966e-01 5.825577185714270103e-04 5.576385171428571317e-04
1.056799999999999962e-01 7.397476942857132481e-04 5.264818551428571093e-04
1.058599999999999958e-01 5.801598871428568019e-04 5.213455451428571693e-04
1.060399999999999954e-01 5.463271828571433699e-04 6.747465119999999537e-04
1.062199999999999950e-01 5.559548985714260309e-04 6.616004144285715736e-04
1.063999999999999946e-01 3.436896042857162962e-04 5.851698567142856345e-04
1.065799999999999942e-01 5.025823699999996128e-04 4.895014317142857814e-04
1.067599999999999938e-01 6.135668828571420614e-04 5.022488011428570846e-04
1.069399999999999934e-01 6.717380757142860353e-04 4.964019955714285125e-04
1.071200000000000069e-01 6.033276885714305244e-04 5.282915254285713803e-04
1.073000000000000065e-01 6.051455014285712659e-04 5.103414528571428290e-04
1.074699999999999961e-01 5.239633028571433464e-04 4.912241404285715065e-04
1.076499999999999957e-01 5.544072657142864362e-04 5.064908465714285839e-04
1.078299999999999953e-01 5.364614342857161253e-04 4.756004644285714606e-04
1.080099999999999949e-01 7.231882442857161556e-04 5.490762937142856532e-04
1.081899999999999945e-01 5.810880728571418729e-04 5.483171625714286382e-04
1.083699999999999941e-01 3.061745071428579679e-04 6.742960557142857339e-04
1.085499999999999937e-01 4.701755542857148510e-04 4.841058017142856442e-04
1.087299999999999933e-01 5.848101899999997352e-04 5.146858327142857324e-04
1.089100000000000068e-01 5.594142671428574713e-04 4.700928355714285335e-04
1.090900000000000064e-01 5.142085499999996933e-04 4.742613484285713326e-04
1.092700000000000060e-01 5.492458900000002017e-04 4.707796960000000378e-04
1.094500000000000056e-01 4.607162171428581766e-04 4.702314112857142983e-04
1.096300000000000052e-01 5.299332271428545569e-04 4.658751975714285447e-04
1.098100000000000048e-01 4.640184285714279273e-04 5.108677744285713192e-04
1.099900000000000044e-01 2.556857442857127759e-04 5.044710184285715370e-04
1.101700000000000040e-01 3.524806185714271121e-04 4.714945951428571786e-04
1.103500000000000036e-01 4.945555999999998089e-04 4.813015765714285729e-04
1.105300000000000032e-01 4.849431842857161311e-04 4.878734410000000769e-04
1.107100000000000029e-01 5.661138371428574550e-04 4.988277711428571164e-04
1.108900000000000025e-01 5.470070999999992372e-04 5.095700154285714946e-04
1.110700000000000021e-01 4.583159185714293072e-04 4.803755180000000521e-04
1.112500000000000017e-01 3.903052171428559669e-04 4.726274078571428478e-04
1.114300000000000013e-01 5.680581457142851219e-04 5.092110007142858089e-04
1.116100000000000009e-01 5.684294985714284610e-04 5.093981482857142104e-04
1.117900000000000005e-01 3.879398542857128221e-04 4.759775517142857343e-04
1.119700000000000001e-01 5.480590671428566419e-04 4.782732455714285686e-04
1.121499999999999997e-01 5.768906614285723277e-04 6.281271144285714616e-04
1.123299999999999993e-01 6.301226428571418637e-04 4.950315521428570948e-04
1.125099999999999989e-01 5.356181342857120739e-04 5.475009687142857887e-04
1.126899999999999985e-01 3.459695314285709156e-04 5.643697345714285361e-04
1.128699999999999981e-01 4.030972285714275660e-04 5.090036020000000393e-04
1.130499999999999977e-01 4.256805757142857641e-04 5.506067121428570880e-04
1.132299999999999973e-01 4.467265771428582358e-04 4.866262902857142886e-04
1.134099999999999969e-01 4.960584542857163172e-04 4.780731568571429174e-04
1.135899999999999965e-01 5.872823185714264602e-04 5.312254359999999623e-04
1.137699999999999961e-01 5.653321557142848780e-04 5.059768925714285470e-04
1.139499999999999957e-01 4.746653942857137075e-04 5.307134731428571816e-04
1.141299999999999953e-01 4.933961114285697171e-04 4.985834381428570989e-04
1.143099999999999949e-01 5.090936628571431566e-04 4.828504581428570935e-04
1.144899999999999946e-01 5.084375914285709777e-04 4.644322168571428941e-04
1.146699999999999942e-01 5.547328799999988154e-04 4.784983111428571371e-04
1.148399999999999976e-01 4.653098099999994873e-04 5.340192291428570845e-04
1.150199999999999972e-01 4.096794971428568619e-04 5.123717965714285737e-04
1.151999999999999968e-01 3.694212671428573000e-04 5.393308131428571671e-04
1.153799999999999965e-01 4.370008657142851949e-04 5.441620401428570817e-04
1.155599999999999961e-01 5.320312442857138115e-04 4.574369277142857388e-04
1.157399999999999957e-01 5.236452328571419802e-04 6.253434447142857885e-04
1.159199999999999953e-01 4.552097428571430797e-04 5.147820425714285655e-04
1.160999999999999949e-01 5.429910228571429827e-04 4.561611035714285183e-04
1.162799999999999945e-01 5.428840185714288880e-04 5.014872614285713955e-04
1.164599999999999941e-01 6.334666514285723898e-04 5.189856008571428142e-04
1.166399999999999937e-01 4.286786571428582407e-04 4.928334290000000503e-04
1.168199999999999933e-01 4.105336571428576343e-04 6.029648557142856672e-04
1.170000000000000068e-01 4.694019271428582422e-04 5.178660622857143110e-04
1.171800000000000064e-01 5.113333585714285087e-04 4.753232965714285913e-04
1.173600000000000060e-01 5.546730557142849584e-04 4.705894192857142653e-04
1.175400000000000056e-01 3.935160185714285793e-04 4.583620509999999861e-04
1.177200000000000052e-01 3.662925214285714859e-04 4.718281135714286656e-04
1.179000000000000048e-01 3.502073785714285487e-04 4.650542894285713972e-04
1.180800000000000044e-01 3.639517228571423064e-04 5.043440778571428194e-04
1.182600000000000040e-01 3.431614814285694035e-04 5.250193799999999409e-04
1.184400000000000036e-01 5.012620057142850964e-04 4.531774798571428192e-04
1.186200000000000032e-01 4.458129999999997650e-04 4.718231435714286296e-04
1.188000000000000028e-01 3.803042199999993747e-04 4.762158361428571484e-04
1.189800000000000024e-01 3.652368742857128479e-04 4.479829301428571399e-04
1.191600000000000020e-01 3.709752357142853891e-04 4.565159128571429060e-04
1.193400000000000016e-01 5.368857957142876124e-04 4.880671692857142590e-04
1.195200000000000012e-01 5.488395242857152870e-04 4.882959012857142735e-04
1.197000000000000008e-01 3.435852214285713721e-04 5.193254501428571854e-04
1.198800000000000004e-01 4.448203642857155929e-04 5.058231391428570384e-04
1.200600000000000001e-01 4.530593657142862338e-04 4.613359455714286113e-04
1.202399999999999997e-01 4.672561599999986424e-04 4.673826568571428611e-04
1.204199999999999993e-01 4.371925414285728040e-04 4.861961830000000192e-04
1.205999999999999989e-01 5.072570885714286189e-04 4.805473835714285853e-04
1.207799999999999985e-01 4.753220014285696382e-04 4.616173354285714697e-04
1.209599999999999981e-01 6.068840914285696022e-04 4.816106457142856892e-04
1.211399999999999977e-01 3.773777471428577568e-04 4.504095584285714273e-04
1.213199999999999973e-01 2.819311757142857543e-04 4.610773972857143128e-04
1.214999999999999969e-01 4.730687785714299742e-04 5.304008740000000759e-04
1.216799999999999965e-01 5.086335928571411808e-04 4.767094037142857081e-04
1.218599999999999961e-01 4.961152657142843319e-04 4.469112669999999944e-04
1.220399999999999957e-01 3.838082542857140897e-04 4.430646397142857336e-04
1.222099999999999992e-01 4.728819557142867097e-04 4.818124914285714755e-04
1.223899999999999988e-01 4.597266928571432771e-04 4.772377134285714123e-04
1.225699999999999984e-01 6.688147500000016623e-04 5.059662972857143295e-04
1.227499999999999980e-01 5.502124542857143082e-04 4.584841025714286151e-04
1.229299999999999976e-01 5.442729685714281897e-04 4.526587812857143351e-04
1.231099999999999972e-01 6.070971571428558210e-04 4.877439644285714638e-04
1.232899999999999968e-01 4.812116571428585727e-04 5.331005168571428072e-04
1.234699999999999964e-01 4.778001114285728703e-04 4.751219142857143101e-04
1.236499999999999960e-01 4.437677899999984375e-04 5.248515401428570978e-04
1.238299999999999956e-01 4.778379871428574724e-04 5.423988229999999978e-04
1.240099999999999952e-01 4.261819328571433431e-04 5.067345832857143286e-04
1.241899999999999948e-01 5.391220157142849684e-04 4.711370774285713659e-04
1.243699999999999944e-01 5.471979757142856520e-04 4.975842641428571351e-04
1.245499999999999940e-01 4.951354528571436662e-04 5.032678557142857305e-04
1.247299999999999937e-01 3.595887299999998344e-04 4.506606695714286009e-04
1.249099999999999933e-01 5.253929185714279739e-04 4.582162002857142883e-04
1.250900000000000067e-01 4.988228514285700113e-04 4.789002139999999977e-04
1.252699999999999925e-01 4.762179914285704502e-04 4.410825145714285201e-04
1.254500000000000060e-01 3.544451585714268214e-04 5.234095961428572629e-04
1.256299999999999917e-01 5.217949657142835094e-04 4.563699701428570879e-04
1.258100000000000052e-01 4.250200699999987647e-04 4.411281265714285722e-04
1.259899999999999909e-01 5.333924528571435406e-04 4.510953711428571599e-04
1.261700000000000044e-01 4.062293157142846068e-04 4.373226621428571168e-04
1.263499999999999901e-01 4.726970057142858739e-04 4.555595428571428845e-04
1.265300000000000036e-01 6.296185028571414264e-04 4.691974009999999974e-04
1.267099999999999893e-01 5.592228328571424711e-04 4.497778872857143028e-04
1.268900000000000028e-01 4.111420899999995065e-04 5.069418665714285578e-04
1.270699999999999885e-01 3.785760028571428962e-04 5.037249988571428213e-04
1.272500000000000020e-01 4.393534585714269991e-04 6.064134964285714099e-04
1.274299999999999877e-01 2.000258985714293105e-04 8.084210867142857396e-04
1.276100000000000012e-01 -1.072435894285716064e-03 2.937473310428571210e-03
1.277899999999999869e-01 -4.754538642857151294e-04 1.862431591428571594e-03
1.279700000000000004e-01 6.403833614285716529e-04 5.260657761428571633e-04
1.281499999999999861e-01 9.560818228571418094e-04 1.195748348285714455e-03
1.283299999999999996e-01 5.666211100000005446e-04 5.253897731428571567e-04
1.285100000000000131e-01 5.495436671428588537e-04 4.946527192857142624e-04
1.286899999999999988e-01 5.503393542857154064e-04 4.373985498571428114e-04
1.288700000000000123e-01 4.022105442857137349e-04 5.313238978571427958e-04
1.290499999999999980e-01 3.019825814285711520e-04 5.096802299999999338e-04
1.292300000000000115e-01 3.952611871428562745e-04 5.191147025714286508e-04
1.294099999999999973e-01 4.990010242857136329e-04 4.865531190000000413e-04
1.295800000000000007e-01 4.307502728571415925e-04 4.568054939999999925e-04
1.297599999999999865e-01 4.457861742857126969e-04 5.224938991428572420e-04
1.299399999999999999e-01 3.914553899999993346e-04 5.218402941428570757e-04
1.301200000000000134e-01 4.072679185714272033e-04 5.266813618571428634e-04
1.302999999999999992e-01 5.392466028571408967e-04 4.769051035714285758e-04
1.304800000000000126e-01 5.321745542857148244e-04 5.354317492857142615e-04
1.306599999999999984e-01 5.100751100000007780e-04 4.474975012857143153e-04
1.308400000000000118e-01 4.511763642857141341e-04 4.462727575714286023e-04
1.310199999999999976e-01 4.056812342857149816e-04 4.943249100000000288e-04
1.312000000000000111e-01 4.374495114285722542e-04 4.722868819999999834e-04
1.313799999999999968e-01 3.801701028571409231e-04 4.932664094285714668e-04
1.315600000000000103e-01 4.723707157142852065e-04 4.489973744285714516e-04
1.317399999999999960e-01 4.158213857142849224e-04 4.975632238571429120e-04
1.319200000000000095e-01 3.770853342857139498e-04 4.911043708571428664e-04
1.320999999999999952e-01 4.934887714285696126e-04 4.703001012857142382e-04
1.322800000000000087e-01 3.969773714285715111e-04 4.355624025714285733e-04
1.324599999999999944e-01 3.376982071428587381e-04 4.312135154285714122e-04
1.326400000000000079e-01 3.639475528571436275e-04 4.603860715714285456e-04
1.328199999999999936e-01 5.064830971428565393e-04 5.581455514285714415e-04
1.330000000000000071e-01 4.660416628571432442e-04 4.751617120000000143e-04
1.330800000000000038e-01 4.087811099999991691e-04 2.043508247714285694e-04
1.345899999999999874e-01 4.299331014285712356e-04 1.342195630285714211e-04
1.360999999999999988e-01 4.241998699999991753e-04 1.553862214714285777e-04
1.376100000000000101e-01 4.216639599999991096e-04 1.270776553285714273e-04
1.391199999999999937e-01 4.248924171428576473e-04 1.231882220428571508e-04
1.406300000000000050e-01 4.264077871428572004e-04 1.274280731857142844e-04
1.421399999999999886e-01 4.236548557142862472e-04 1.483733522285714344e-04
1.436600000000000099e-01 4.161745685714282779e-04 1.189066724857142804e-04
1.451699999999999935e-01 4.276301128571426548e-04 1.171694653428571322e-04
1.466800000000000048e-01 4.283371142857139648e-04 1.281452636142857014e-04
1.481899999999999884e-01 4.564242085714276319e-04 1.273053515285714444e-04
1.496999999999999997e-01 4.579296799999992202e-04 1.171755841428571342e-04
1.512100000000000111e-01 4.285050985714288830e-04 1.165914233428571440e-04
1.527199999999999946e-01 4.364248085714285972e-04 1.151168393857142965e-04
1.542300000000000060e-01 4.597746528571425664e-04 1.191252250428571474e-04
1.557499999999999996e-01 4.124053442857150828e-04 1.146568220428571328e-04
1.572600000000000109e-01 4.277707214285707510e-04 1.187232274857143020e-04
1.587699999999999945e-01 4.632811199999998576e-04 1.191076435714285810e-04
1.602800000000000058e-01 4.567340257142849034e-04 1.131461741857142775e-04
1.617899999999999894e-01 4.286853971428574383e-04 1.288148615428571467e-04
1.633000000000000007e-01 4.130290800000011226e-04 1.179154290857142780e-04
1.648100000000000120e-01 4.450647214285724323e-04 1.212891060571428690e-04
1.663199999999999956e-01 4.837931699999990440e-04 1.353789530285714148e-04
1.678399999999999892e-01 4.561330857142855549e-04 1.390356860714285633e-04
1.693500000000000005e-01 4.475043857142860216e-04 1.292635263857142718e-04
1.708600000000000119e-01 4.153851685714285121e-04 1.279953123857142981e-04
1.723699999999999954e-01 4.287287142857150674e-04 1.390834871714285742e-04
1.738800000000000068e-01 4.240491928571430346e-04 1.200401389285714288e-04
1.753899999999999904e-01 4.323157071428565426e-04 1.320747463285714361e-04
1.769000000000000017e-01 4.721494957142866175e-04 1.324208359285714356e-04
1.784100000000000130e-01 4.645887957142854144e-04 1.248691055428571416e-04
1.799300000000000066e-01 4.291706400000001929e-04 1.260132046428571453e-04
1.814399999999999902e-01 4.350837971428563435e-04 1.375216351571428776e-04
1.829500000000000015e-01 4.407010200000003480e-04 1.335679757571428539e-04
1.844600000000000128e-01 4.458442242857136814e-04 1.309984089428571522e-04
1.859699999999999964e-01 4.485798314285706877e-04 1.162106696714285809e-04
1.874800000000000078e-01 4.606710428571428101e-04 1.252150848142857213e-04
1.889899999999999913e-01 4.732279314285714250e-04 1.365433478571428407e-04
1.905000000000000027e-01 4.784145671428568516e-04 1.324530337714285660e-04
1.920099999999999862e-01 4.777816085714280451e-04 1.530546436142857160e-04
1.935300000000000076e-01 4.590291514285711923e-04 1.341877758000000007e-04
1.950399999999999912e-01 4.461075085714274330e-04 1.288117722714285796e-04
1.965500000000000025e-01 4.671275257142845660e-04 1.274854650000000020e-04
1.980600000000000138e-01 4.451557328571421348e-04 1.295337961999999817e-04
1.995699999999999974e-01 4.583266042857140265e-04 1.335871181857142874e-04
2.010800000000000087e-01 4.483924242857149456e-04 1.202154536142857009e-04
2.025899999999999923e-01 4.742632385714286129e-04 1.418700147285714122e-04
2.041000000000000036e-01 4.752381357142849224e-04 1.234009550857142828e-04
2.056199999999999972e-01 4.272778557142846911e-04 1.188454910857142806e-04
